NMAquiferTable,MatchField,SamplePtID,WCLab_ID,SamplePointID,AnalysesAgency,StudySample,DataQuality,SampleType,CollectionDate,CollectionMethod,CollectedBy,WaterType,SampleNotes,DataSource,SampleMaterialNotH2O,OBJECTID,LocationId,AddedDaytoDate,AddedMonthDaytoDate,SSMA_TimeStamp,PublicRelease
dbo.Chemistry SampleInfo,DataSource,374BD410-75A9-4B22-9DE9-6D04E7C28EF1,,NM-09594A,USGS,,true,SD,1954-10-09 00:00:00.000,U,A,,,USGS,,7291,34BA1050-E6A3-4C65-8241-9CC660AF40F3,false,false,0x0000000000025DB7,true
dbo.Chemistry SampleInfo,DataSource,635DC445-4E63-4AA0-88CB-6D4A9E8C034C,,NM-28366A,USGS,,true,SD,1991-04-23 00:00:00.000,U,A,,,USGS,,7156,A9B6E78A-24AC-EE49-9125-8BA4AAC9BF18,false,false,0x0000000000025DBC,true
dbo.Chemistry SampleInfo,DataSource,D52F8C78-CA54-4A01-B87A-6E7868279360,,NM-07330O,USGS,,true,SD,1955-04-26 00:00:00.000,U,A,,,USGS,,7208,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000025DEB,true
dbo.Chemistry SampleInfo,DataSource,4905B8CB-DD4A-417D-960F-6E7FC037BC2D,,NM-09502D,USGS,,true,SD,1956-10-07 00:00:00.000,U,A,,,USGS,,7266,9F0AAAEB-5C4D-4E1E-9F9B-0A78D3CEE050,false,false,0x0000000000025DEE,true
dbo.Chemistry SampleInfo,DataSource,9C09048A-8B1D-40B6-8795-6FAA65A8F837,,NM-00027B,USGS,,true,SD,1964-06-30 00:00:00.000,U,A,,,USGS,,7162,7AB3D2DB-ADEE-4F4C-81B2-92705BDECE75,false,false,0x0000000000025E31,true
dbo.Chemistry SampleInfo,DataSource,B9192BD8-6A18-4677-A0FD-70EF63E5B64D,,NM-07330I,USGS,,true,SD,1954-07-30 00:00:00.000,U,A,,,USGS,,7202,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000025E6A,true
dbo.Chemistry SampleInfo,DataSource,2D6AD1D1-56E1-4BED-90FF-738E49E06A51,,NM-09502B,USGS,,true,SD,1952-07-29 00:00:00.000,U,A,,,USGS,,7264,9F0AAAEB-5C4D-4E1E-9F9B-0A78D3CEE050,false,false,0x0000000000025ED9,true
dbo.Chemistry SampleInfo,DataSource,E43C886F-7ECC-4078-8430-76AE11879071,,NM-08909A,USGS,,true,SD,2014-07-23 00:00:00.000,U,A,,,USGS,,7233,F53BE625-4477-4DDF-A7AC-F42A3D5BC299,false,false,0x0000000000025F4C,true
dbo.Chemistry SampleInfo,DataSource,6EB6286E-4D9B-48DC-B833-773032F5456D,,NM-09290B,USGS,,true,SD,1954-04-29 00:00:00.000,U,A,,,USGS,,7242,792D289F-7AE5-4F0B-9710-3B5E8BDE9F17,false,false,0x0000000000025F68,true
dbo.Chemistry SampleInfo,DataSource,A9D8B2F8-5449-4008-99A3-7866FBB0B1F4,,NM-09532C,USGS,,true,SD,2014-07-22 00:00:00.000,U,A,,,USGS,,7279,1BB68F6C-64FE-4B2D-83C1-1620D48DDD98,false,false,0x0000000000025F93,true
dbo.Chemistry SampleInfo,DataSource,0115B6AF-8090-4C5E-AFE1-8000080EF4EE,,TC-307A,USGS,,true,SD,2016-10-25 00:00:00.000,U,A,,Sample collected by Amy Gallanter. Chemistry data provided by USGS.,USGS,,6777,3BB203CE-3A0C-46A0-8F0C-1B40E52287D6,false,false,0x00000000000260C2,true
dbo.Chemistry SampleInfo,DataSource,A618BB7A-D03E-4A81-B209-80864FE585B7,,NM-09575C,USGS,,true,SD,1948-09-21 00:00:00.000,U,A,,,USGS,,7285,0036B672-6D0F-4272-BD3D-F134839A3A84,false,false,0x00000000000260DF,true
dbo.Chemistry SampleInfo,DataSource,B8651F0E-1FB4-47C8-BD43-84052C13B39C,,NM-09589B,USGS,,true,SD,1955-09-16 00:00:00.000,U,A,,,USGS,,7290,06FB0F61-C661-40DD-BD45-C93BE941EC15,false,false,0x0000000000026179,true
dbo.Chemistry SampleInfo,DataSource,60BEBC3D-0E90-4A5C-8ECB-8432A3DE14D0,,NM-09552A,USGS,,true,SD,1956-10-01 00:00:00.000,U,A,,,USGS,,7280,5C9F74E2-8626-4251-AA38-F050735FA75C,false,false,0x0000000000026184,true
dbo.Chemistry SampleInfo,DataSource,4CF48330-DAA7-49F1-B94F-877C0218E303,,NM-09575E,USGS,,true,SD,1951-03-22 00:00:00.000,U,A,,,USGS,,7287,0036B672-6D0F-4272-BD3D-F134839A3A84,false,false,0x0000000000026212,true
dbo.Chemistry SampleInfo,DataSource,1288DE0A-DCE1-487A-AFA6-885F70CE0FE2,,NM-06342A,USGS,,true,SD,1948-02-06 00:00:00.000,U,A,,,USGS,,7180,DAC185D2-0BD1-46BD-B7FC-DDFCF1800EC3,false,false,0x0000000000026233,true
dbo.Chemistry SampleInfo,DataSource,DAC37C3A-5250-4052-A511-8B08C41A3554,,NM-00262L,USGS,,true,SD,1956-01-27 00:00:00.000,U,A,,,USGS,,7192,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x0000000000026297,true
dbo.Chemistry SampleInfo,DataSource,B00B8557-A599-4F75-878A-8B2728122BE1,,NM-00055B,USGS,,true,SD,1964-06-30 00:00:00.000,U,A,,,USGS,,7172,B3230166-D96C-4314-8B10-BCC7BF225598,false,false,0x000000000002629E,true
dbo.Chemistry SampleInfo,DataSource,6951AE26-10A1-43E4-B577-8C53A3917C80,,NM-00183A,USGS,,true,SD,1957-04-26 00:00:00.000,U,A,,,USGS,,7178,AA8C1F44-A6B5-4E55-B7FB-68617544C1AB,false,false,0x00000000000262CD,true
dbo.Chemistry SampleInfo,DataSource,800D62DE-1164-4BB0-B2B0-8C79842B5FAC,,NM-00407B,USGS,,true,SD,1997-03-17 00:00:00.000,U,A,,,USGS,,7294,C283D3FC-8445-4F0C-A161-718AD5BB9FB9,false,false,0x00000000000262D2,true
dbo.Chemistry SampleInfo,DataSource,3BC54C98-C623-45B4-A531-8E8515A0937B,,NM-07435C,USGS,,true,SD,1961-05-23 00:00:00.000,U,A,,,USGS,,7221,3D541911-8AF8-43DE-ADCA-131DFE32F257,false,false,0x0000000000026327,true
dbo.Chemistry SampleInfo,DataSource,769A1B15-A94E-4B96-8088-8EB0D2FCDACD,,NM-26614G,USGS,,true,SD,2020-12-09 00:00:00.000,U,A,,,USGS,,12899,1EA07FB0-723F-4F0B-9DF1-79C239E2F9E1,false,false,0x0000000000026334,true
dbo.Chemistry SampleInfo,DataSource,B1DD1121-BD01-4EC4-94D6-8EFC6E82802E,,NM-00407A,USGS,,true,SD,1994-12-21 00:00:00.000,U,A,,,USGS,,7293,C283D3FC-8445-4F0C-A161-718AD5BB9FB9,false,false,0x0000000000026345,true
dbo.Chemistry SampleInfo,DataSource,8CAFD159-35FE-48B1-9320-929062DDBD3A,,NM-00262H,USGS,,true,SD,1954-03-05 00:00:00.000,U,A,,,USGS,,7188,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x00000000000263E9,true
dbo.Chemistry SampleInfo,DataSource,EAC9781B-5D16-4555-8C8B-92BBB11AD8D8,,NM-28363H,USGS,,true,SD,1992-01-28 00:00:00.000,U,A,,,USGS,,7148,7E94BEE5-26E6-E34C-8A95-C2D8B6A7CE00,false,false,0x00000000000263EF,true
dbo.Chemistry SampleInfo,DataSource,913EF147-7AAA-4B77-8ABF-9376CE4DBF1C,,NM-26614C,USGS,,true,SD,2020-06-24 00:00:00.000,U,A,,,USGS,,12895,1EA07FB0-723F-4F0B-9DF1-79C239E2F9E1,false,false,0x0000000000026412,true
dbo.Chemistry SampleInfo,DataSource,DD357136-210C-4C40-9458-9383E25D620C,,NM-09575F,USGS,,true,SD,1953-04-02 00:00:00.000,U,A,,,USGS,,7288,0036B672-6D0F-4272-BD3D-F134839A3A84,false,false,0x0000000000026413,true
dbo.Chemistry SampleInfo,DataSource,41F22A27-A3BA-4618-A1EF-95992099AEDF,,NM-00023B,USGS,,true,SD,1959-04-18 00:00:00.000,U,A,,,USGS,,7160,09E1A3FF-9E78-4C2E-86D2-1A9500322202,false,false,0x0000000000026466,true
dbo.Chemistry SampleInfo,DataSource,80454A6D-DF1D-4699-8117-95A13ED01F4D,,NM-00262G,USGS,,true,SD,1954-01-30 00:00:00.000,U,A,,,USGS,,7187,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x0000000000026468,true
dbo.Chemistry SampleInfo,DataSource,37CACC2D-AC5B-422E-ABD7-9AA638C1DA19,,NM-07435B,USGS,,true,SD,1954-11-30 00:00:00.000,U,A,,,USGS,,7220,3D541911-8AF8-43DE-ADCA-131DFE32F257,false,false,0x0000000000026545,true
dbo.Chemistry SampleInfo,DataSource,C3974E5A-340C-405E-86E2-9B2FD3F07F06,,NM-28364B,USGS,,true,SD,1991-04-24 00:00:00.000,U,A,,,USGS,,7150,59835AD8-D3E6-6D43-AB63-A000786D6A7E,false,false,0x0000000000026562,true
dbo.Chemistry SampleInfo,DataSource,643F4FE1-7E50-4D1B-BAE8-9F4495BA3DF3,,NM-07330W,USGS,,true,SD,1956-01-28 00:00:00.000,U,A,,,USGS,,7216,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x000000000002662B,true
dbo.Chemistry SampleInfo,DataSource,ABEA1D85-26E1-41FF-ACCA-A7C250D6D369,,NM-09504A,USGS,,true,SD,1953-06-25 00:00:00.000,U,A,,,USGS,,7267,2216DC13-1D7D-471F-89CC-532B392C5E04,false,false,0x0000000000026792,true
dbo.Chemistry SampleInfo,DataSource,09CB0AE7-DF7D-4FCF-9491-A7E3A298E660,,NM-07635E,USGS,,true,SD,1961-05-23 00:00:00.000,U,A,,,USGS,,7227,3215378E-5491-4E26-BBD5-B8F39AED11D8,false,false,0x0000000000026799,true
dbo.Chemistry SampleInfo,DataSource,B1681DB4-F4BA-4261-B32B-A8BF3008C3AA,,NM-07330X,USGS,,true,SD,1957-01-24 00:00:00.000,U,A,,,USGS,,7217,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x00000000000267BB,true
dbo.Chemistry SampleInfo,DataSource,6E26750E-8513-4949-B302-AA0CDB04DD31,,NM-00392C,USGS,,true,SD,2003-10-20 00:00:00.000,U,A,,,USGS,,7253,2F87D276-8BF6-4D4C-8301-A19BEA0D60A7,false,false,0x00000000000267FA,true
dbo.Chemistry SampleInfo,DataSource,4B245A59-95D8-489C-B0CD-AC74EE439F7D,,NM-09575D,USGS,,true,SD,1950-04-25 00:00:00.000,U,A,,,USGS,,7286,0036B672-6D0F-4272-BD3D-F134839A3A84,false,false,0x000000000002685E,true
dbo.Chemistry SampleInfo,DataSource,78D70685-5CFB-4AD5-96DB-AD121A69BEAF,,NM-09485A,USGS,,true,SD,1950-03-15 00:00:00.000,U,A,,,USGS,,7260,CFE714EE-0995-4BC9-9D11-834360B4E2CB,false,false,0x000000000002687B,true
dbo.Chemistry SampleInfo,DataSource,536EFF48-DCCE-4290-9EDD-AE7EE6946A21,,EB-653G,USGS,N,false,PR,2002-10-17 00:00:00.000,G,A,,Precip sample from 5/3/02 to 10/17/02.  USGS WRD. 4.9 inches precip,USGS,,866,B8F0E5C9-378E-4FF1-9A59-FAA8393E0813,false,false,0x00000000000268B6,true
dbo.Chemistry SampleInfo,DataSource,25F54868-D39A-4815-A1E6-AEBD93F2FB4C,,NM-28363C,USGS,,true,SD,1991-04-24 00:00:00.000,U,A,,,USGS,,7143,7E94BEE5-26E6-E34C-8A95-C2D8B6A7CE00,false,false,0x00000000000268C5,true
dbo.Chemistry SampleInfo,DataSource,251B3164-9F0C-4456-B151-AECAE411F1B2,,NM-26614B,USGS,,true,SD,2020-05-28 00:00:00.000,U,A,,,USGS,,12894,1EA07FB0-723F-4F0B-9DF1-79C239E2F9E1,false,false,0x00000000000268C8,true
dbo.Chemistry SampleInfo,DataSource,37B0A29B-D711-4929-92AD-AF2E9DB42801,,NM-00032B,USGS,,true,SD,1957-06-03 00:00:00.000,U,A,,,USGS,,7167,06E754EB-2F41-4AB5-93E9-C93CBF4FBDF7,false,false,0x00000000000268D9,true
dbo.Chemistry SampleInfo,DataSource,DEE60064-394C-41A5-9F05-B17A78E06F89,,NM-07330M,USGS,,true,SD,1955-02-25 00:00:00.000,U,A,,,USGS,,7206,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000026940,true
dbo.Chemistry SampleInfo,DataSource,55FD3141-8294-4F60-A325-B1C2BB6579CE,,NM-00031B,USGS,,true,SD,1959-04-18 00:00:00.000,U,A,,,USGS,,7165,8E451DD3-A9B5-4C27-9FBA-8F9BCE82DAE7,false,false,0x0000000000026951,true
dbo.Chemistry SampleInfo,DataSource,8AD22546-CE71-4F33-9BAA-B3D356A6E155,,NM-00392B,USGS,,true,SD,2003-09-22 00:00:00.000,U,A,,,USGS,,7252,2F87D276-8BF6-4D4C-8301-A19BEA0D60A7,false,false,0x00000000000269A1,true
dbo.Chemistry SampleInfo,DataSource,ED24A279-41A3-4E23-95A1-B7D82FA48058,,NM-07635B,USGS,,true,SD,1955-12-28 00:00:00.000,U,A,,,USGS,,7224,3215378E-5491-4E26-BBD5-B8F39AED11D8,false,false,0x0000000000026A56,true
dbo.Chemistry SampleInfo,DataSource,85D8A07A-CC8C-4644-A8FF-BA091836F07F,,NM-07330S,USGS,,true,SD,1955-08-30 00:00:00.000,U,A,,,USGS,,7212,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000026AC1,true
dbo.Chemistry SampleInfo,DataSource,68339A82-A530-4A98-ACB2-BE82BABBB283,,NM-00262J,USGS,,true,SD,1954-07-01 00:00:00.000,U,A,,,USGS,,7190,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x0000000000026B8A,true
dbo.Chemistry SampleInfo,DataSource,9433093C-261F-4659-84ED-BF5534ABA2B5,,TC-450A,USGS,,true,SD,2016-10-24 00:00:00.000,U,A,,Samples collected by Amy Gallanter. Chemistry data provided by USGS.,USGS,,6778,7D36931A-0312-6949-99E6-D01B27A61833,false,false,0x0000000000026BB4,true
dbo.Chemistry SampleInfo,DataSource,BACA7CA0-212A-409F-A144-C3E763983288,,NM-00391C,USGS,,true,SD,2003-10-20 00:00:00.000,U,A,,,USGS,,7249,5174AA52-BB51-4644-80ED-3680C07274DA,false,false,0x0000000000026C87,true
dbo.Chemistry SampleInfo,DataSource,279726AC-958F-49D7-B419-C61B2D768EBA,,NM-00388D,USGS,,true,SD,2003-09-22 00:00:00.000,U,A,,,USGS,,7246,E70E8F6A-93A5-4061-AC9A-4205037F120C,false,false,0x0000000000026CEF,true
dbo.Chemistry SampleInfo,DataSource,6342A218-BDAD-4E23-A818-C83D52F63F12,,NM-07635D,USGS,,true,SD,1957-01-24 00:00:00.000,U,A,,,USGS,,7226,3215378E-5491-4E26-BBD5-B8F39AED11D8,false,false,0x0000000000026D46,true
dbo.Chemistry SampleInfo,DataSource,1319AB50-4775-4CDF-83F8-C8E4CE94BD56,,NM-27344A,USGS,,true,SD,1950-01-30 00:00:00.000,U,A,,,USGS,,7193,3D8A2056-252A-47F0-B84E-D19D7E82D658,false,false,0x0000000000026D5F,true
dbo.Chemistry SampleInfo,DataSource,2BB1462D-42ED-4D11-8765-D26038FC92EC,,NM-26614E,USGS,,true,SD,2020-08-11 00:00:00.000,U,A,,,USGS,,12897,1EA07FB0-723F-4F0B-9DF1-79C239E2F9E1,false,false,0x0000000000026F0C,true
dbo.Chemistry SampleInfo,DataSource,DB77B9F0-EEE9-42F8-8C97-D396DE07033F,,NM-07330U,USGS,,true,SD,1955-10-19 00:00:00.000,U,A,,,USGS,,7214,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000026F3A,true
dbo.Chemistry SampleInfo,DataSource,111DA5A9-4EC0-43B7-9E30-D4C37A82FA6B,,NM-28363E,USGS,,true,SD,1991-04-25 00:00:00.000,U,A,,,USGS,,7145,7E94BEE5-26E6-E34C-8A95-C2D8B6A7CE00,false,false,0x0000000000026F6E,true
dbo.Chemistry SampleInfo,DataSource,CBF7AACE-C711-493D-96D5-D4F956AB80C7,,NM-28364C,USGS,,true,SD,1991-04-24 00:00:00.000,U,A,,,USGS,,7151,59835AD8-D3E6-6D43-AB63-A000786D6A7E,false,false,0x0000000000026F79,true
dbo.Chemistry SampleInfo,DataSource,16B76326-4BA5-4308-8900-D521AA6026D2,,NM-00399D,USGS,,true,SD,1995-02-08 00:00:00.000,U,A,,,USGS,,7276,94CD3EF3-2940-44D6-B1DD-3E6BFAD0FF57,false,false,0x0000000000026F82,true
dbo.Chemistry SampleInfo,DataSource,3EA89B24-38F1-4DB8-99AD-D7DC49290069,,NM-07330Q,USGS,,true,SD,1955-06-17 00:00:00.000,U,A,,,USGS,,7210,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x0000000000026FFB,true
dbo.Chemistry SampleInfo,DataSource,63B20940-A0C6-4490-9EDB-DA13BF0B0D42,,NM-28365B,USGS,,true,SD,1991-04-22 00:00:00.000,U,A,,,USGS,,7154,C5ABC0E0-EDEC-8B4D-A300-E8470ECED04F,false,false,0x0000000000027061,true
dbo.Chemistry SampleInfo,DataSource,A5BB5BBE-4326-4556-8E3F-DB2DC59BDB54,,NM-09395A,USGS,,true,SD,1954-10-24 00:00:00.000,U,A,,,USGS,,7254,7462E37A-2676-4A86-A314-D2D15FCBB0D8,false,false,0x000000000002709E,true
dbo.Chemistry SampleInfo,DataSource,E0BC32D4-E7B6-4512-92CF-DCDFA9494104,,NM-26614D,USGS,,true,SD,2020-07-15 00:00:00.000,U,A,,,USGS,,12896,1EA07FB0-723F-4F0B-9DF1-79C239E2F9E1,false,false,0x00000000000270F7,true
dbo.Chemistry SampleInfo,DataSource,B126A0CC-2C71-48AC-B5DA-E057051D8481,,NM-07635C,USGS,,true,SD,1956-01-28 00:00:00.000,U,A,,,USGS,,7225,3215378E-5491-4E26-BBD5-B8F39AED11D8,false,false,0x000000000002718E,true
dbo.Chemistry SampleInfo,DataSource,4B7D154A-102D-4D23-A847-E0FE24A7C9D1,,NM-07330T,USGS,,true,SD,1955-09-22 00:00:00.000,U,A,,,USGS,,7213,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x00000000000271B1,true
dbo.Chemistry SampleInfo,DataSource,918814F3-FD41-4F92-B614-E2C182B41DCF,,NM-09504B,USGS,,true,SD,1954-03-09 00:00:00.000,U,A,,,USGS,,7268,2216DC13-1D7D-471F-89CC-532B392C5E04,false,false,0x00000000000271F0,true
dbo.Chemistry SampleInfo,DataSource,72927AD8-9622-42DD-97CF-E38A036DC7BE,,NM-09504C,USGS,,true,SD,1997-03-17 00:00:00.000,U,A,,,USGS,,7269,2216DC13-1D7D-471F-89CC-532B392C5E04,false,false,0x0000000000027213,true
dbo.Chemistry SampleInfo,DataSource,9362AAB9-366A-475A-AA78-E4CC1D270E37,,NM-09485C,USGS,,true,SD,1953-03-03 00:00:00.000,U,A,,,USGS,,7262,CFE714EE-0995-4BC9-9D11-834360B4E2CB,false,false,0x0000000000027256,true
dbo.Chemistry SampleInfo,DataSource,6D55C0EB-EF40-4630-A8F3-E4D34662D5AA,,NM-00032A,USGS,,true,SD,1957-05-29 00:00:00.000,U,A,,,USGS,,7166,06E754EB-2F41-4AB5-93E9-C93CBF4FBDF7,false,false,0x0000000000027257,true
dbo.Chemistry SampleInfo,DataSource,A4983020-A031-4336-8544-EB81A86EADED,,NM-00262K,USGS,,true,SD,1954-09-26 00:00:00.000,U,A,,,USGS,,7191,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x0000000000027380,true
dbo.Chemistry SampleInfo,DataSource,DE43D14F-4392-43C1-AFE6-EB852F47F830,,NM-09523B,USGS,,true,SD,1952-07-25 00:00:00.000,U,A,,,USGS,,7271,B68FD3D7-7858-445F-A614-57677776620E,false,false,0x0000000000027381,true
dbo.Chemistry SampleInfo,DataSource,DEAF8455-5F2C-4FFF-B694-EC1A0C04DF62,,TC-449A,USGS,,true,SD,2016-10-25 00:00:00.000,U,A,,Samples collected by Amy Gallanter. Chemistry data provided by USGS.,USGS,,6776,387806C0-1F07-264D-8627-F8CB647C1614,false,false,0x0000000000027399,true
dbo.Chemistry SampleInfo,DataSource,D74126AE-4DA7-4F54-8120-ECD4F22DE83A,,NM-00123A,USGS,,true,SD,1957-05-20 00:00:00.000,U,A,,,USGS,,7175,1AB05A57-1E62-4A40-879C-0C32190BC925,false,false,0x00000000000273BA,true
dbo.Chemistry SampleInfo,DataSource,61C6C871-ED65-4C16-B0B0-F119F0F394F4,,NM-00262F,USGS,,true,SD,1953-11-25 00:00:00.000,U,A,,,USGS,,7186,8A4FBC86-99E0-47BB-86F5-57AA9853764E,false,false,0x000000000002746F,true
dbo.Chemistry SampleInfo,DataSource,FA1CC2D0-2B23-4AFE-9BD9-F21054572E73,,NM-28365A,USGS,,true,SD,1991-04-22 00:00:00.000,U,A,,,USGS,,7153,C5ABC0E0-EDEC-8B4D-A300-E8470ECED04F,false,false,0x00000000000274A0,true
dbo.Chemistry SampleInfo,DataSource,5A6C9FCD-240A-4D1E-BEA8-F238806CB814,,NM-07330C,USGS,,true,SD,1953-09-19 00:00:00.000,U,A,,,USGS,,7196,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x00000000000274A9,true
dbo.Chemistry SampleInfo,DataSource,BEC51FDE-8178-4201-90D5-F4A24381F4F3,,NM-09290A,USGS,,true,SD,1954-04-06 00:00:00.000,U,A,,,USGS,,7241,792D289F-7AE5-4F0B-9710-3B5E8BDE9F17,false,false,0x0000000000027515,true
dbo.Chemistry SampleInfo,DataSource,8A0A7E16-BC2D-4069-BB75-F99F89A01062,,NM-28367C,USGS,,true,SD,1991-04-25 00:00:00.000,U,A,,,USGS,,7159,7F086A7B-EE1F-094C-AF40-950E4C3BB382,false,false,0x00000000000275E6,true
dbo.Chemistry SampleInfo,DataSource,FE5D5A89-0AA5-4506-BE61-F9E0A04D5539,,NM-07330R,USGS,,true,SD,1955-07-26 00:00:00.000,U,A,,,USGS,,7211,23221058-C2EE-4886-ADFD-3391A127C310,false,false,0x00000000000275F0,true
dbo.Chemistry SampleInfo,DataSource,80BCBB20-C047-4504-924C-FA3667ADFDAB,,NM-28363G,USGS,,true,SD,1992-01-28 00:00:00.000,U,A,,,USGS,,7147,7E94BEE5-26E6-E34C-8A95-C2D8B6A7CE00,false,false,0x00000000000275FC,true
dbo.Chemistry SampleInfo,DataSource,5801C55E-9983-4CB3-8894-FAF1CA99F317,,NM-07635A,USGS,,true,SD,1955-09-22 00:00:00.000,U,A,,,USGS,,7223,3215378E-5491-4E26-BBD5-B8F39AED11D8,false,false,0x0000000000027620,true
dbo.Chemistry SampleInfo,DataSource,7F7C3522-0F9C-4FB7-B918-FB71C1E3BC5E,,NM-23862A,USGS,,true,SD,1990-09-20 00:00:00.000,U,A,,,USGS,,7140,DB618C29-5D54-47C2-8A4B-F8A25A874193,false,false,0x000000000002763A,true
dbo.Chemistry SampleInfo,DataSource,A4D466BD-126E-4F96-B3CF-FDA4B6774C96,,NM-09523A,USGS,,true,SD,1950-08-17 00:00:00.000,U,A,,,USGS,,7270,B68FD3D7-7858-445F-A614-57677776620E,false,false,0x000000000002769B,true
dbo.Chemistry SampleInfo,DataSource,44B346B9-B782-46C6-829F-FF3318185534,,NM-07436A,USGS,,true,SD,1955-09-22 00:00:00.000,U,A,,,USGS,,7222,BB4834B0-2912-4DE6-B49B-9AA3EA38D82A,false,false,0x00000000000276E2,true
